song,text
"Taylor Swift_Haunted","line said gone wrong wanted figured keep know come everything started instead turn stood away like comin holding anything time whenever never whole wishin finish cold see big live breath something every smile made walk mistake eye haunted terribly lose ever might breathe pain nothing thought oh getting mean back watched make fragile go leave word take dark try known break trust quiet still"
"Michael Jackson_Get On The Floor","shake chant would love groovin ya verse groove way long like rejection chance soothing na chorus fade choice see ah floor bridge across say song sure move dancin choosin need dance determined body girl especially night thing intro get gon wait"
"Westlife_How To Break A Heart","gave learned would past tearing love world know takin though enough faith dream care apart away fade never spinnin since something yesterday bad slowly given heart co tearin left taught call fast name end moment worth pain space taking back right make take stronger hurt life break one still"
"Coldplay_Idiot","said head bring love around alive seen like never chicken cut think listen made yes came sing run wonderful goddamn violent round fell idiot life felt go fight"
"Westlife_Loneliness Knows Me By Name","door endless would love ai keep know everything chosen dream nobody waiting strength provides cried ignored want never sweep since see change tear le inside find looking found friend silence made without say within always left maze else need loneliness name free ending space thought vacant right make night knowing life around one"
"Justin Bieber_PYD","love best stair thebest form top way seems dope coffee floor much forensics walk drug shut yeah bedroom balcony spot amma girl hear counter anywhere wall right kelly intro room automobile pyd light whole touched roof ever wan sense stove name body ready justin take show game could ai bieber care ooh plane baby outro dining candle lot bad prepare put matter cheering make get deserve treating nothing appreciation gon door parking whatever spelling train pick like babe na see sub cause table oh give tell club man"
"Coldplay_Miracles","die heard forget world star hey ooh cry verse decide miracle chorus lightning strike dirt see floating outro storm sometimes sing eye angel yeah look blossom oh high send believe word hurt beauty reflect puddle"
"Westlife_Shadows","shadow gone could love month alone ya know everywhere enough four waking morning okay making breakfast away two far na want smell see loved still tryin walk mistake say wish place understand driving moment feel hate follow lingers girl tell perfume reminding memory leave get go gon past"
"Michael Jackson_Don't Say Goodbye Again","aspirin could hand habit love threw alone best star cruel cry cellophane away like headache baby never let learn palm got heartache part bad seal say ever goodbye understand late another loneliness need patch girl tell make take hurt pill life took try fame break"
"Eagles_It's Your World Now","last true cloud could went perfect leavin knew love world one dream low meant moving fall setting apart appear wine like time race even breeze never evening dy sinkin shared sad tear see well allowed something behind sun must much gentle soon kiss heart someday wish tried goodbye always sky run remember use somehow fast bow dance first good blow day glass leave take curtain dark alright part hard still"
"Lady Gaga_Highway Unicorn","hot die pony gun law love tonight care dream rainbow top unicorn fall ride bra smoking toe baby cha drink riding na rod blonde burning got eye heart cause lonely run bleeds fly paper free strong follow road oh woah rumble ready fury saint american flag hair syrup get go gon soul"
